License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
June 05 2018,S123992,Buddy,Dog,"Poodle, Standard","Retriever, Labrador",98102
August 02 2018,S102830,Izzy,Dog,"Terrier, Cairn",,98146
March 27 2018,S128159,Lily,Dog,Spaniel,"Poodle, Miniature",98125
September 17 2018,583330,Finnegan,Dog,"Dachshund, Miniature Smooth Haired",,98118
July 06 2018,S145604,Junebug,Dog,Beagle,,98101
August 15 2018,8000091,Sada,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98121
January 11 2018,S139359,Rocket,Dog,"Retriever, Golden",,98117
January 22 2018,79777,Chewy,Dog,"Chihuahua, Short Coat",Pomeranian,98133
September 24 2018,8001248,Ruby,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98199
May 01 2018,S101153,Sesame,Dog,Australian Shepherd,,98112
June 18 2018,215691,Sabine,Dog,German Shepherd,,98115
February 12 2018,S107432,Phoebe,Dog,Weimaraner,"Pointer, German Shorthaired",98107
June 22 2018,S127300,Jake,Dog,"Poodle, Miniature",,98109
March 10 2018,S128110,Bugs,Dog,"Spaniel, American Cocker",,98125
June 25 2018,441891,Lucy,Dog,"Retriever, Labrador",,98115
September 05 2018,8000650,Ivy,Dog,Terrier,Mix,98177
July 24 2018,580513,Bodi,Dog,"Setter, Gordon",,98103
August 01 2018,579956,Le Mops,Dog,Pug,,98117
March 30 2018,138494,Colin,Dog,"Terrier, West Highland White",,98117
August 28 2018,582754,Glinka,Dog,Harrier,,98116
July 18 2018,S128295,Woody,Dog,"Retriever, Labrador","Pointer, German Shorthaired",98125
February 13 2018,S111728,Buckley,Dog,"Retriever, Labrador",Bloodhound,98112
March 22 2018,S106046,Albert,Dog,"Retriever, Golden",,98102
September 19 2018,S134767,Sophie,Dog,"Poodle, Miniature",Maltese,98105
January 06 2018,S139256,Moxie,Dog,"Terrier, West Highland White",,98116
January 30 2018,S140145,Ernie,Dog,"Poodle, Miniature","Spaniel, American Cocker",98115
July 18 2018,277898,Jasper,Dog,Australian Shepherd,,98116
May 07 2018,216714,Grady,Dog,Terrier,,98178
April 23 2018,S143095,Harland,Dog,"Dachshund, Miniature Smooth Haired",Beagle,98102
January 16 2018,S127303,Bea,Dog,Terrier,"Poodle, Miniature",98109
February 08 2018,S140425,Gracie,Dog,"Bulldog, English",,98116
January 12 2018,S139498,Bo,Dog,Terrier,Mix,98118
June 19 2018,217587,Madison,Dog,"Chihuahua, Short Coat",,98133
February 07 2018,27909,Raelee,Dog,"Terrier, Soft Coated Wheaten",,98105
May 15 2018,S143779,Pina,Dog,Rottweiler,Mix,98117
June 23 2018,215482,Aero,Dog,Pekingese,Mix,98112
March 29 2018,213819,Roxi,Dog,German Shepherd,,98144
July 27 2018,S118277,Chewbacca,Dog,Havanese,,98199
January 16 2018,23150,Riley,Dog,"Spaniel, Welsh Springer",,98115
May 01 2018,S143320,Bojangles,Dog,Border Collie,American Blue Heeler,98122
June 28 2018,731647,Maude,Dog,"Terrier, Soft Coated Wheaten",,98122
January 17 2018,S139619,Beezle,Dog,"Dachshund, Miniature Smooth Haired",,98115
January 16 2018,27813,Bean,Dog,Coonhound,Pointer,98107
July 27 2018,S147433,Rosie,Dog,"Retriever, Labrador",,98125
January 29 2018,S140113,Chili,Dog,Greyhound,,98133
February 16 2018,S140720,Fitz,Dog,"Terrier, Rat",,98133
April 12 2018,S142166,Nacho,Dog,"Chihuahua, Short Coat",Beagle,98109
May 14 2018,S143783,Archie,Dog,"Poodle, Miniature","Terrier, West Highland White",98109
July 06 2018,S144985,Puppies,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98118
October 07 2018,S122645,Teddy,Dog,"Poodle, Miniature","Schnauzer, Miniature",98122
February 16 2018,S111835,Vinny,Dog,"Terrier, Jack Russell","Schnauzer, Miniature",98106
August 22 2018,S120048,Oliver,Dog,Brittany,"Mixed Breed, Small (under 24 lbs fully grown)",98133
August 17 2018,85277,Titan,Dog,Terrier,Mix,98144
February 09 2018,S127509,Dora,Dog,"Poodle, Standard","Retriever, Golden",98116
June 17 2018,S130829,Peanut,Dog,"Chihuahua, Short Coat",Retriever,98117
June 12 2018,S116665,Zoie,Dog,"Retriever, Labrador",Border Collie,98136
May 08 2018,S143547,Lexi,Dog,German Shepherd,,98121
September 17 2018,S120647,Millie,Dog,Beagle,Mix,98116
March 30 2018,S142134,Oxford,Dog,"Bulldog, French",,98126
June 12 2018,359572,Maddie,Dog,"Retriever, Labrador",,98136
April 24 2018,S143137,Lola,Dog,"Poodle, Standard",,98136
January 23 2018,S110503,Roscoe,Dog,Beagle,,98103
May 02 2018,209754,Dazzle,Dog,"Dachshund, Standard Smooth Haired",Mix,98106
August 01 2018,S133878,Pepper,Dog,"Chihuahua, Short Coat",Miniature Pinscher,98106
June 19 2018,S114944,Ollie,Dog,"Chihuahua, Short Coat",,98144
April 28 2018,20198,Archie,Dog,"Spaniel, American Cocker",,98103
September 08 2018,8000745,Tripp,Dog,"Retriever, Golden","Retriever, Labrador",98116
April 24 2018,S143171,Teddy,Dog,Shih Tzu,,98117
July 03 2018,S145449,Lambert,Dog,"Retriever, Labrador",,98116
March 29 2018,S128620,Cosmo,Dog,"Retriever, Labrador",,98144
June 27 2018,S145358,Oliver/Ollie,Dog,Australian Cattle Dog,Border Collie,98112
September 17 2018,586208,Teddy,Dog,"Poodle, Miniature",,98116
January 23 2018,S107098,Copper,Dog,Shepherd,Boxer,98103
March 24 2018,141217,Arlo,Dog,Great Dane,,98116
May 26 2018,280457,Brindle,Dog,Australian Cattle Dog,Whippet,98117
February 07 2018,S114705,Tater,Dog,"Retriever, Golden",,98136
May 25 2018,282025,Socks,Dog,Border Collie,"Retriever, Labrador",98136
March 20 2018,S128673,Bo,Dog,"Chihuahua, Long Coat",,98105
June 19 2018,212350,Riley,Dog,Rottweiler,German Shepherd,98133
September 09 2018,S146454,Max,Dog,"Retriever, Labrador",Border Collie,98112
April 05 2018,S141942,Bella,Dog,"Terrier, West Highland White",Border Collie,98102
September 21 2018,8001141,Keiko,Dog,Pug,,98117
June 12 2018,S144696,Lex,Dog,Australian Cattle Dog,,98133
April 19 2018,S127584,Archer,Dog,"Terrier, Airedale",Hound,98118
April 18 2018,S142841,Savannah,Dog,"Bulldog, French",,98102
April 20 2018,S111999,Nocino,Dog,Terrier,Hound,98118
March 29 2018,S141843,Linus,Dog,Hound,Hound,98121
July 06 2018,S116993,Sophie,Dog,Pomeranian,,98122
October 10 2018,S149120,Bentley,Dog,"Spaniel, American Cocker","Poodle, Standard",98115
August 07 2018,S147760,Rosemary,Dog,"Bulldog, French",,98118
July 31 2018,S147525,Toby,Dog,"Retriever, Golden","Poodle, Miniature",98109
January 19 2018,S139642,Wesley,Dog,Pug,,98122
February 11 2018,S139982,Marshall,Dog,"Retriever, Golden",Mix,98133
August 30 2018,730031,Pepper,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98199
March 24 2018,138609,Buddy,Dog,Spaniel,Mix,98115
February 06 2018,29743,Butchie,Dog,"Terrier, Boston",,98118
June 27 2018,361271,Chispita,Dog,"Chihuahua, Short Coat","Terrier, Rat",98115
May 24 2018,S130414,Zoe,Dog,Mix,,98107
January 25 2018,S111036,Zoey,Dog,"Chihuahua, Short Coat",,98133
February 20 2018,S110579,Nimes,Dog,Australian Cattle Dog,Mix,98106
July 10 2018,S145732,Finn,Dog,Terrier,,98122
September 09 2018,8000774,Jax,Dog,"Dachshund, Standard Smooth Haired",Miniature Pinscher,98125
June 05 2018,S144444,Harper,Dog,"Retriever, Golden",,98108
October 11 2018,835026,Smokey,Dog,Bernese Mountain Dog,,98112
July 24 2018,575220,Bandit,Dog,"Poodle, Miniature",,98103
February 20 2018,84284,Bear,Dog,"Retriever, Labrador",,98106
July 10 2018,S145782,Mulligan,Dog,Hound,German Shepherd,98118
March 16 2018,442572,Mavis,Dog,"Terrier, American Pit Bull",Mix,98117
April 06 2018,S140987,Blue,Dog,"Terrier, Boston",Mix,98121
June 26 2018,S132281,Calixto,Dog,"Bulldog, American",American Blue Gascon Hound,98103
February 22 2018,S140300,Penny,Dog,"Schnauzer, Miniature",Mix,98117
February 06 2018,S140370,Bowie,Dog,Border Collie,"Retriever, Labrador",98103
June 21 2018,S144911,Frankie,Dog,Boxer,"Terrier, American Pit Bull",98133
January 31 2018,S111002,Duke,Dog,"Retriever, Labrador",,98127
January 23 2018,S139867,Otis,Dog,"Retriever, Labrador",,98118
July 24 2018,S147271,Billie,Dog,"Terrier, Pit Bull",Mix,98118
June 22 2018,358111,Farley,Dog,"Retriever, Labrador",,98177
February 24 2018,S140674,Lilly,Dog,Pug,,98136
October 11 2018,8001769,Frankie,Dog,Spaniel,Mix,98144
July 31 2018,S147553,Mabel,Dog,Pug,,98108
August 28 2018,8000420,Levi,Dog,Australian Cattle Dog,,98108
April 09 2018,S142321,Vera,Dog,German Shepherd,,98117
June 12 2018,S117304,Molly,Dog,"Schnauzer, Miniature",,98177
February 12 2018,S140535,Gimli,Dog,Boxer,Terrier,98122
September 24 2018,8001226,Archie,Dog,"Chihuahua, Short Coat",Mix,98109
July 07 2018,441649,Chloe,Dog,"Retriever, Golden",Mix,98103
April 30 2018,S102704,Indiana,Dog,Siberian Husky,German Shepherd,98112
April 17 2018,S114821,Mina,Dog,"Retriever, Golden","Collie, Rough",98122
February 07 2018,S140427,Bombay,Dog,Shih Tzu,"Terrier, Yorkshire",98178
October 14 2018,580568,Spike,Dog,Miniature Pinscher,,98117
June 14 2018,S116900,Lucy,Dog,"Poodle, Miniature","Retriever, Labrador",98102
August 15 2018,S146291,Luna,Dog,Border Collie,Mix,98105
March 16 2018,S141514,Penny,Dog,"Poodle, Toy",,98102
April 26 2018,82245,Felix,Dog,"Poodle, Standard",,98118
January 16 2018,27865,Chester,Dog,Pug,,98108
June 06 2018,S115356,Bengie,Dog,"Retriever, Golden","Poodle, Standard",98125
September 20 2018,S146949,Leo,Dog,Chow Chow,,98122
June 27 2018,S118654,Mayzie,Dog,"Retriever, Labrador",Shepherd,98116
April 10 2018,S113223,Oscar,Dog,Pug,,98144
July 26 2018,S116991,Zelda,Dog,"Terrier, Norwich",Mix,98125
August 29 2018,8000439,Teddy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",,98116
August 07 2018,S147761,Loki,Dog,"Terrier, Boston","Bulldog, French",98103
August 30 2018,729503,Monty,Dog,Maltese,,98112
July 17 2018,439689,Betty Davis,Dog,"Chihuahua, Short Coat",,98116
July 29 2018,S147328,Rudy,Dog,"Retriever, Labrador",,98117
March 27 2018,S141836,Tater Tot,Dog,"Retriever, Golden","Poodle, Standard",98115
July 25 2018,S135424,Nissa,Dog,Rottweiler,,98199
March 30 2018,S142058,Blu,Dog,"Welsh Corgi, Cardigan","Terrier, Norfolk",98116
October 15 2018,830985,Mila,Dog,Boxer,,98136
March 20 2018,141297,Arlo,Dog,Shih Tzu,,98102
July 28 2018,S146415,Ella,Dog,"Terrier, Fox, Toy","Dachshund, Miniature Smooth Haired",98115
October 03 2018,8001502,Blue,Dog,"Welsh Corgi, Pembroke",,98118
July 13 2018,S145862,Momo,Dog,"Retriever, Golden",,98103
August 03 2018,S147654,Maizey,Dog,"Retriever, Golden",,98103
June 26 2018,S145110,Kilo James Kroll,Dog,Mix,"Terrier, Pit Bull",98133
May 02 2018,S114022,Toby,Dog,"Terrier, American Staffordshire",,98108
April 11 2018,216446,Chuy,Dog,"Chihuahua, Short Coat",,98115
April 22 2018,209339,Dakota,Dog,"Spaniel, American Cocker",,98109
July 25 2018,S147239,Adam Hooch,Dog,"Bulldog, English",,98133
September 03 2018,S136428,Edison,Dog,Terrier,Shih Tzu,98103
February 21 2018,S140451,Manny,Dog,Shiba Inu,,98122
January 30 2018,S140132,Cali,Dog,Australian Shepherd,Australian Cattle Dog,98121
January 06 2018,958079,Ally,Dog,Beagle,Mix,98125
September 05 2018,8000668,Sophie,Dog,Dalmatian,Australian Cattle Dog,98126
February 13 2018,S112406,Pippa,Dog,"Terrier, Border",Australian Shepherd,98103
June 29 2018,731405,Finn,Dog,"Collie, Smooth",,98034
February 20 2018,S111872,Roxie,Dog,Havanese,Maltese,98103
May 14 2018,S143734,Peanut,Dog,Terrier,,98144
February 21 2018,S140479,Lenny,Dog,"Bulldog, French",,98109
March 23 2018,S113082,Coco Chanel,Dog,Pomeranian,,98119
January 17 2018,S139539,Hendrix,Dog,Australian Shepherd,,98109
August 21 2018,8000244,Essie,Dog,Boxer,Shepherd,98116
April 14 2018,212625,Hailey,Dog,Siberian Husky,,98117
March 02 2018,S141229,Ally Sheedy,Dog,"Retriever, Labrador",Hound,98107
March 23 2018,S127238,Jack,Dog,Akita,,98199
May 09 2018,S141780,Porter,Dog,Shetland Sheepdog,,98107
October 14 2018,8001870,Mollie,Dog,"Poodle, Toy",,98107
April 03 2018,S118544,Maggie,Dog,Shepherd,Mix,98109
July 05 2018,S142280,Lucy,Dog,Shiba Inu,,98101
May 08 2018,S143552,Sophy,Dog,"Chihuahua, Short Coat",Italian Greyhound,98144
August 08 2018,S145547,Faolan,Dog,Siberian Husky,,98103
May 11 2018,S131818,Lucy,Dog,Terrier,Mix,98103
June 09 2018,S142197,Harry,Dog,"Retriever, Labrador","Poodle, Standard",98121
August 15 2018,S133890,Boomer,Dog,Terrier,"Chihuahua, Short Coat",98115
January 26 2018,21252,Chance,Dog,"Dachshund, Standard Smooth Haired",,98125
January 26 2018,S140002,Hank,Dog,"Retriever, Labrador",Mastiff,98105
March 27 2018,131355,,Dog,Australian Shepherd,Mix,98115
October 15 2018,8001890,Jameson,Dog,"Bulldog, American",Mastiff,98108
April 12 2018,S142171,Uni,Dog,"Schnauzer, Miniature",,98115
July 18 2018,S147143,Shuri,Dog,"Retriever, Labrador",Mix,98117
September 17 2018,8000979,Scrappy,Dog,"Poodle, Standard","Retriever, Labrador",98126
June 27 2018,S117426,Harvey,Dog,Boxer,,98146
March 21 2018,141947,Olive,Dog,Australian Cattle Dog,Siberian Husky,98116
April 30 2018,74639,Pepper,Dog,Terrier,Australian Cattle Dog,98117
June 12 2018,S144625,Molly,Dog,Maltese,Lhasa Apso,98107
March 19 2018,S130446,Simba,Dog,"Retriever, Golden",Mix,98105
June 04 2018,S144492,Opi,Dog,Shiba Inu,,98109
April 30 2018,S143251,Hazel,Dog,Spaniel,"Chihuahua, Long Coat",98115
October 03 2018,8001516,Muggins,Dog,"Terrier, Irish",Mix,98126
April 10 2018,S129839,Kahea,Dog,Rhodesian Ridgeback,,98103
May 18 2018,S130799,Sonoma,Dog,Border Collie,Pointer,98118
January 24 2018,S102987,Kuma,Dog,"Collie, Smooth",Mix,98122
March 12 2018,S141353,Winnie,Dog,"Retriever, Labrador",,98122
July 15 2018,S144897,Rocky,Dog,"Terrier, Pit Bull",Mix,98107
September 14 2018,731263,Empress,Dog,"Retriever, Labrador",Australian Shepherd,98177
May 23 2018,S113810,Ellie,Dog,"Spaniel, English Cocker",,98199
March 15 2018,S140400,Nova,Dog,Great Pyrenees,"Retriever, Golden",98115
May 24 2018,S129093,Birdie,Dog,Retriever,"Poodle, Standard",98136
April 10 2018,141354,Amos,Dog,"Bulldog, French",,98118
January 18 2018,S110430,Lana Porter,Dog,German Shepherd,Mix,98119
October 08 2018,8001681,Duncan,Dog,"Retriever, Golden",Mix,98115
January 25 2018,S109826,Alisa,Dog,Mix,,98118
January 22 2018,902801,Gus,Dog,"Spaniel, Field",,98119
July 25 2018,S111320,Maggie,Dog,"Spaniel, English Springer",,98136
August 09 2018,S146834,Ava,Dog,"Terrier, Soft Coated Wheaten","Poodle, Standard",98104
April 17 2018,961185,Misha,Dog,Keeshond,,98136
October 12 2018,S131787,Chica,Dog,"Chihuahua, Short Coat",Mix,98144
March 27 2018,S100998,Chuck,Dog,Border Collie,Mix,98102
May 31 2018,S144335,Hula,Dog,Catahoula Leopard dog,,98118
April 21 2018,S140892,Wu Tang,Dog,Pomeranian,"Chihuahua, Long Coat",98119
June 26 2018,S102205,Willlow,Dog,Shih Tzu,,98115
April 10 2018,S113319,Lola Lohrer,Dog,"Bulldog, English",,98118
April 24 2018,S111729,Lupita,Dog,"Welsh Corgi, Cardigan","Chihuahua, Short Coat",98122
July 12 2018,S145857,Pippa,Dog,"Chihuahua, Short Coat",Pekingese,98105
May 11 2018,S115751,Olive,Dog,"Terrier, Soft Coated Wheaten",,98116
August 03 2018,S136313,Verzy,Dog,"Griffon, Wirehaired Pointing",,98115
April 26 2018,S114458,Zoe,Dog,"Retriever, Labrador",,98122
July 03 2018,S115507,Rocco,Dog,Chow Chow,,98146
July 30 2018,S147470,Minka,Dog,German Shepherd,,98106
October 07 2018,8001620,Milo,Dog,"Retriever, Labrador",,98102
April 10 2018,211620,Annie,Dog,"Schnauzer, Miniature","Poodle, Miniature",98144
March 29 2018,S101133,Kuri,Dog,Pug,Beagle,98144
September 07 2018,729583,Buddy,Dog,"Retriever, Labrador","Retriever, Golden",98115
July 10 2018,S145773,Koko,Dog,"Retriever, Chesapeake Bay",,98115
May 15 2018,S115650,Eddie,Dog,"Bulldog, American",Plott Hound,98117
June 26 2018,S145138,Cosmo,Dog,"Retriever, Labrador",,98119
March 20 2018,135629,Jake,Dog,"Terrier, Soft Coated Wheaten",,98103
January 23 2018,S111276,Koa,Dog,"Bulldog, English",,98105
April 16 2018,S142843,Rocky,Dog,"Retriever, Labrador","Poodle, Standard",98103
May 15 2018,S143774,Honeybelle,Dog,"Terrier, Pit Bull",,98115
April 19 2018,S142237,Rosie,Dog,"Terrier, Jack Russell",Mix,98104
January 30 2018,S126705,Hurley,Dog,"Terrier, American Pit Bull",Mix,98125
June 12 2018,S144680,Leif,Dog,"Retriever, Labrador",Great Dane,98115
March 27 2018,S118176,Wyatt Wendall Wright,Dog,"Poodle, Standard","Retriever, Labrador",98116
April 13 2018,216427,Marco,Dog,"Poodle, Miniature",Terrier,98116
May 24 2018,S100579,Flipper,Dog,Australian Cattle Dog,Mix,98103
July 10 2018,S116674,Kevin,Dog,Terrier,"Schnauzer, Miniature",98107
September 18 2018,S136454,Stitch,Dog,Border Collie,,98126
July 02 2018,S119692,Mister Man,Dog,"Chihuahua, Short Coat",Mix,98507
July 13 2018,S139428,Jaxson,Dog,"Poodle, Standard","Retriever, Labrador",98117
March 28 2018,29747,Bo,Dog,Rottweiler,,98107
July 24 2018,S128122,Ribeye,Dog,"Retriever, Labrador",,98121
January 28 2018,S111066,Cooper,Dog,"Retriever, Labrador","Poodle, Standard",98125
April 01 2018,S102920,Chocolate,Dog,Pomeranian,,98133
May 10 2018,S143638,Elbe,Dog,German Shepherd,German Shepherd,98146
July 19 2018,S147146,Gracie,Dog,"Retriever, Golden","Poodle, Standard",98115
July 03 2018,S118655,Louie,Dog,"Australian Shepherd, Miniature","Terrier, Yorkshire",98199
July 16 2018,438174,Ilsa,Dog,"Retriever, Chesapeake Bay","Retriever, Labrador",98199
March 20 2018,140917,Fozzie Bear,Dog,"Retriever, Labrador",Akita,98199
August 15 2018,8000085,Gibson,Dog,Beagle,Retriever,98106
January 12 2018,829256,Juneau,Dog,Alaskan Malamute,Siberian Husky,98115
January 23 2018,S139868,Bongo,Dog,Australian Cattle Dog,Mix,98105
April 12 2018,206347,Cassie,Dog,"Terrier, Tibetan",,98146
February 06 2018,S140335,Kiba,Dog,Shiba Inu,,98121
January 29 2018,S107517,Maxx,Dog,Maltese,"Poodle, Miniature",98199
June 28 2018,S110414,Oz,Dog,Australian Shepherd,,98103
October 07 2018,S122473,Teddy,Dog,Havanese,,98144
April 13 2018,215946,Sugar,Dog,Samoyed,,98115
August 17 2018,S131832,Bear,Dog,"Retriever, Labrador",Mix,98117
May 22 2018,S112315,Lulu Walker,Dog,Leonberger,,98115
January 06 2018,900877,Jackson,Dog,"Retriever, Labrador",Siberian Husky,98115
May 24 2018,S115636,Macallan,Dog,"Retriever, Labrador",Boxer,98133
January 09 2018,S138567,Rogue,Dog,Spaniel,Rottweiler,98119
July 13 2018,441350,Molly,Dog,"Poodle, Standard",,98178
April 13 2018,215470,Tonia,Dog,Mexican Hairless,"Terrier, Jack Russell",98101
August 07 2018,S119555,Bear,Dog,"Poodle, Miniature","Spaniel, American Cocker",98133
March 05 2018,S141235,Leo,Dog,Pug,,98144
May 24 2018,S115782,Basie,Dog,"Retriever, Labrador",,98115
April 12 2018,216023,Bruce,Dog,Mix,"Terrier, American Pit Bull",98103
July 09 2018,S145760,Ladd Hill's Hazel,Dog,"Poodle, Miniature","Retriever, Labrador",98109
April 10 2018,217806,Loki,Dog,"Terrier, Jack Russell",,98199
August 13 2018,731626,Baron,Dog,Border Collie,Australian Shepherd,98144
October 09 2018,S106169,Riley,Dog,Shih Tzu,Maltese,98115
May 03 2018,S143411,Daisy,Dog,Xoloitzcuintli,,98177
July 16 2018,441795,Madeleine,Dog,"Poodle, Toy",Pomeranian,98122
April 02 2018,S142053,Bruce,Dog,"Bulldog, English",,98126
June 18 2018,215939,King Diamond,Dog,Xoloitzcuintli,,98122
April 03 2018,139871,Pippi,Dog,"Terrier, Border",,98115
April 18 2018,S141591,Dempsey,Dog,"Welsh Corgi, Cardigan",,98199
March 23 2018,S117521,Corky,Dog,"Retriever, Labrador",,98125
January 25 2018,S139714,Kuma,Dog,"Retriever, Golden",,98119
January 10 2018,S137488,Hannah,Dog,"Retriever, Labrador",Mix,98126
August 29 2018,8000437,Wellington,Dog,Hound,"Terrier, American Pit Bull",98106
July 23 2018,S144900,Jack,Dog,"Terrier, Jack Russell","Dachshund, Miniature Smooth Haired",98103
April 25 2018,S127810,Dexter Cannoli,Dog,"Retriever, Labrador",,98122
May 18 2018,S145403,Batmanuel,Dog,"Chihuahua, Short Coat",,98117
March 20 2018,140966,Bronco,Dog,"Retriever, Labrador",German Shepherd,98103
September 06 2018,S101080,Paige,Dog,Doberman Pinscher,,98146
February 28 2018,444292,Darby,Dog,"Retriever, Labrador","Poodle, Standard",98136
May 08 2018,S127524,Jasper,Dog,Hound,"Coonhound, Black and Tan",98122
April 24 2018,216140,Pepper,Dog,Australian Cattle Dog,,98144
April 29 2018,29857,Mina,Dog,Miniature Pinscher,,98117
September 05 2018,S121763,Dudley,Dog,Catahoula Leopard dog,,98136
January 23 2018,S139817,Sukha,Dog,Australian Shepherd,White Swiss Shepherd (Berger Blanc Suisse),98122
August 24 2018,576381,Chili Dog,Dog,"Chihuahua, Short Coat",,98125
March 30 2018,S140964,Moose,Dog,"Retriever, Golden",,98199
August 10 2018,S145947,Tami,Dog,"Chihuahua, Short Coat",Mix,98101
March 05 2018,80515,Suki,Dog,"Poodle, Miniature",,98133
April 16 2018,212637,Pepper,Dog,Siberian Husky,Mix,98115
April 04 2018,139008,Hilo,Dog,American Eskimo,,98122
July 30 2018,S147404,Fitz,Dog,"Poodle, Miniature","Retriever, Labrador",98133
April 11 2018,216175,Juno,Dog,"Retriever, Labrador",Australian Shepherd,98108
April 19 2018,S143177,Kiley Hostek,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",98121
January 26 2018,S140007,Scuppers,Dog,"Retriever, Labrador",,98112
January 30 2018,S140129,Rolo,Dog,"Terrier, Cairn","Poodle, Miniature",98109
September 05 2018,S133993,Lincoln,Dog,"Spaniel, English Springer",Mix,98117
June 01 2018,442944,Ling,Dog,Shih Tzu,,98199
January 19 2018,960347,Luna,Dog,Australian Shepherd,"Welsh Corgi, Cardigan",98105
August 18 2018,S137605,Bonbon,Dog,"Terrier, Yorkshire",Mix,98115
June 09 2018,S118021,Smoochie,Dog,Shih Tzu,Mix,98106
February 20 2018,S112493,Ouzel,Dog,Mix,,98118
March 03 2018,28610,Ollie,Dog,"Terrier, Jack Russell",Lhasa Apso,98105
March 13 2018,S141348,Princess,Dog,"Terrier, Jack Russell",,98115
August 10 2018,S114707,Karo,Dog,"Terrier, American Staffordshire","Retriever, Labrador",98116
March 27 2018,S141878,Molly,Dog,"Cur, Black-Mouth",,98103
April 18 2018,S118014,Zeus,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98126
August 30 2018,138908,Chili,Dog,Terrier,"Poodle, Standard",98106
June 21 2018,S115222,Rory,Dog,"Terrier, Tibetan",Maltese,98108
February 09 2018,S111551,Ella,Dog,"Poodle, Miniature",Mix,98118
February 27 2018,S141093,Crosby,Dog,"Retriever, Labrador","Poodle, Standard",98121
January 16 2018,S139532,Hugo,Dog,"Terrier, Boston","Dachshund, Standard Smooth Haired",98104
February 16 2018,S140711,Trouble Brown,Dog,"Terrier, American Pit Bull",,98177
October 05 2018,S146071,Tyson,Dog,"Terrier, American Pit Bull",Mix,
February 02 2018,905152,Talah,Dog,Xoloitzcuintli,,98144
May 29 2018,S144293,Franny,Dog,Retriever,,98122
September 04 2018,S135318,Harlow,Dog,German Shepherd,"Terrier, American Staffordshire",98116
May 16 2018,278032,Dexter,Dog,Terrier,Mix,98126
July 30 2018,580255,Chopper,Dog,"Bulldog, English",,98103
May 22 2018,S143950,Junglee,Dog,"Dachshund, Standard Smooth Haired",,98116
March 15 2018,S141523,Beatrice,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98122
June 14 2018,344172,Souris,Dog,Papillon,,98117
April 26 2018,S139503,Dharma,Dog,"Retriever, Golden","Poodle, Standard",98107
September 17 2018,8000997,Pancake,Dog,Siberian Husky,,98107
September 04 2018,S146894,Maya,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98107
February 23 2018,S101640,Gibson,Dog,Pekingese,Shih Tzu,98105
September 23 2018,728616,Duke of York,Dog,"Terrier, Yorkshire",,98122
April 20 2018,212266,Lexi,Dog,"Terrier, Cairn",,98109
June 11 2018,S144656,Pluto,Dog,"Retriever, Labrador",,98105
August 16 2018,S146851,Benji,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Long Haired",98122
June 30 2018,440003,Elsa,Dog,Shih Tzu,,98144
June 22 2018,S117213,Suki,Dog,"Poodle, Miniature",Shih Tzu,98178
July 03 2018,S145516,Baldr,Dog,"Retriever, Labrador","Poodle, Standard",98112
September 01 2018,S121431,Arnie,Dog,"Schnauzer, Standard",,98118
January 16 2018,S109721,Boo,Dog,Boxer,Beagle,98107
July 11 2018,S113681,Smokey,Dog,"Terrier, American Pit Bull",Mix,98118
April 26 2018,S142944,Kailey,Dog,"Terrier, Soft Coated Wheaten",Mix,98119
October 06 2018,S149109,Mister Man,Dog,"Bulldog, French",,98117
February 01 2018,S140256,Peanut Butter,Dog,Rottweiler,,98106
March 27 2018,S113826,Dottie,Dog,Dalmatian,"Retriever, Labrador",98116
June 15 2018,S133204,Mia,Dog,German Shepherd,Mix,98133
June 08 2018,S123517,Loosie,Dog,Hound,Mix,98103
September 21 2018,S146027,Gigi,Dog,Shih Tzu,Mix,98122
June 20 2018,S142497,Han Solo,Dog,"Terrier, West Highland White",,98103
April 16 2018,S142824,Rumpus,Dog,"Spaniel, Cavalier King Charles",,98105
June 17 2018,351821,Holly,Dog,"Terrier, West Highland White",,98103
July 31 2018,S145271,Bosco,Dog,German Shepherd,,98199
September 07 2018,S146004,Rusty,Dog,Terrier,,98118
September 28 2018,572526,Webster,Dog,"Vizsla, Smooth Haired",,98115
June 13 2018,S115891,Faith,Dog,Lhasa Apso,Mix,98115
July 02 2018,S145421,Winner,Dog,"Poodle, Toy",,98125
May 11 2018,S143631,Virginia,Dog,Australian Shepherd,"Poodle, Standard",98102
April 10 2018,216678,Effie,Dog,"Terrier, Soft Coated Wheaten",,98106
May 26 2018,S114460,Clark,Dog,"Spaniel, Cavalier King Charles",,98199
October 07 2018,8001610,Petey,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",,98116
