License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
July 05 2018,S117744,Genepi,Dog,Greater Swiss Mountain Dog,,98103
January 18 2018,30141,Finn,Dog,Standard Poodle,,98118
June 29 2018,444504,Potato,Dog,Chihuahua,,98101-2560
October 11 2018,8001772,Boomer,Dog,American Bulldog,,98109
February 06 2018,27142,Ketchup,Dog,Beagle,,98126
July 25 2018,S147233,Keira,Dog,Great Pyrenees,,98121
January 19 2018,960125,Henry G.,Dog,Briard,,98117
March 23 2018,S113131,Kayak,Dog,Labrador Retriever,Collie,98115
September 26 2018,726639,Juno,Dog,Siberian Husky,,98105
May 16 2018,S115754,Beth,Dog,Portuguese Water Dog,,98118
April 18 2018,S142855,Ginger,Dog,Pomeranian,,98126
October 04 2018,S120621,Bella,Dog,American Pit Bull Terrier,,98117
July 07 2018,S143287,Geronimo,Dog,Chihuahua,,98107
May 02 2018,S143409,Justice,Dog,American Staffordshire Terrier,Bulldog,98119
April 18 2018,S114902,Luna,Dog,Labrador Retriever,,98103
July 24 2018,S133830,Goose,Dog,Labrador Retriever,,98107
June 26 2018,357666,Ryder,Dog,Australian Shepherd,,98107
October 02 2018,S146983,Tulip,Dog,Chihuahua,Miniature Long Haired Dachshund,98107
January 25 2018,899581,Brewster,Dog,Labrador Retriever,American Pit Bull Terrier,98118
April 10 2018,S114611,Summer,Dog,German Shepherd,,98103
January 16 2018,S111057,Rocky,Dog,Norwegian Elkhound,Shiba Inu,98177
June 15 2018,137307,Ozzie,Dog,Pug,Beagle,98116
April 10 2018,209918,Molly,Dog,Shepherd,Border Collie,98118
March 31 2018,S101650,Ziggie,Dog,Chihuahua,Dachshund,98103
September 18 2018,727571,Flynn,Dog,Border Collie,,98103
July 16 2018,356033,Gus,Dog,Brussels Griffon,,98106
April 10 2018,138979,Raspberry,Dog,German Shepherd,,98136
June 18 2018,359287,Chance,Dog,Miniature Poodle,Jack Russell Terrier,98115
March 17 2018,S140494,Mila,Dog,Yorkshire Terrier,Papillon,98188
June 27 2018,441665,Cleo,Dog,Pharaoh Hound,Boxer,98119
October 11 2018,S137353,Sly,Dog,Parson Russell Terrier,Yorkshire Terrier,98121
March 07 2018,946038,Pekoe,Dog,Miniature Poodle,,98112
August 09 2018,582402,Louie,Dog,Miniature Poodle,,98115
September 08 2018,S120297,BeBe,Dog,Labrador Retriever,,98117
October 12 2018,834729,Lucky,Dog,Labrador Retriever,Standard Poodle,98125
July 31 2018,582722,Keeney,Dog,Cavalier King Charles Spaniel,Toy Poodle,98119
August 23 2018,S146870,Griffey,Dog,English Shepherd,,98199
July 18 2018,S147121,Mac,Dog,Labrador Retriever,,98122
July 21 2018,439966,Alfie,Dog,Papillon,,98146
March 15 2018,S141527,Carmello,Dog,Rottweiler,Shepherd,98118
March 20 2018,S129119,Brandy,Dog,Dachshund,Chihuahua,98106
April 09 2018,S142309,Rocky,Dog,Chihuahua,Pomeranian,98133
May 16 2018,9257,Anna,Dog,Rottweiler,,98119
September 01 2018,S120804,Remy,Dog,Labrador Retriever,,98178
April 20 2018,212165,Meeko,Dog,Havanese,,98108
April 29 2018,S143274,Sunny,Dog,Golden Retriever,,98144
March 31 2018,S140843,Falco,Dog,Terrier,Chihuahua,98115
June 26 2018,S145107,Sheikah,Dog,Labrador Retriever,,98177
February 20 2018,S140734,Champagne,Dog,Labrador Retriever,,98102
January 23 2018,957945,Ruby,Dog,Flat-Coated Retriever,Labrador Retriever,98126
September 25 2018,8001267,Milo,Dog,Labrador Retriever,,98109
April 05 2018,S141943,Oscar,Dog,Bullmastiff,,98199
April 24 2018,S143136,Ava,Dog,Standard Poodle,,98136
October 11 2018,S152123,Oreo,Dog,Boston Terrier,,98103
March 27 2018,139828,Archer,Dog,Vizsla,,98107
June 26 2018,S133043,Miss Scarlett,Dog,Chihuahua,,98115
February 28 2018,901831,Ryley,Dog,Labrador Retriever,American Pit Bull Terrier,98102
January 16 2018,S139599,Sunny,Dog,Standard Poodle,,98115
June 26 2018,443040,Enzo,Dog,Havanese,,98115
August 17 2018,8000146,Timber,Dog,Alaskan Husky,German Shepherd,98109
June 29 2018,S145381,Zelda,Dog,Labrador Retriever,,98117
July 13 2018,S115827,Vinnie,Dog,Miniature Poodle,Maltese,98117
October 07 2018,S136922,Maynard,Dog,American Cocker Spaniel,Beagle,98177
March 28 2018,135623,Pica,Dog,Shepherd,Akita,98109
May 17 2018,S143806,Crosby,Dog,American Blue Heeler,Border Collie,98117
May 30 2018,S116174,Brandi,Dog,German Shepherd,Australian Shepherd,98136
May 24 2018,S111820,Euclid,Dog,Catahoula Leopard dog,,98103
February 28 2018,358776,Kona,Dog,Miniature Schnauzer,Terrier,98125
September 04 2018,S121935,Rocky,Dog,Shepherd,,98103
October 13 2018,725444,Bailey,Dog,Labrador Retriever,German Shepherd,98115
June 05 2018,S144405,Maxine,Dog,American Pit Bull Terrier,,98125
March 29 2018,210748,Allegro,Dog,Dachshund,,98125
June 12 2018,S114759,Emmy,Dog,Greyhound,,98103
January 24 2018,28490,Blake,Dog,Pomeranian,,98125
August 19 2018,439099,Kito,Dog,Beagle,Cardigan Welsh Corgi,98103
January 23 2018,27561,Owen,Dog,Basset Hound,,98121
March 08 2018,S141178,Apollo,Dog,Shiba Inu,,98116
April 18 2018,86252,Angel,Dog,Shih Tzu,Yorkshire Terrier,98118
May 02 2018,S143419,Bella P Jones,Dog,Boxer,Pug,98102
August 03 2018,S147653,Little Diesel,Dog,Pomeranian,,98126
April 03 2018,S142011,Merlin,Dog,Terrier,Chow Chow,98177
March 30 2018,131824,Rosey,Dog,Chihuahua,Terrier,98146
February 26 2018,S141075,Portlee,Dog,Labrador Retriever,Pointer,98125
June 12 2018,S114426,Olga,Dog,Labrador Retriever,,98119
July 12 2018,S145823,Teagan,Dog,Labrador Retriever,Standard Poodle,98112
July 10 2018,S116838,Emmy,Dog,Miniature Schnauzer,,98144
May 18 2018,79490,Chloe,Dog,Golden Retriever,,98115
January 26 2018,27275,Chi Chi,Dog,Chihuahua,Pug,98105
August 31 2018,209949,Walter,Dog,Labrador Retriever,,98199
May 21 2018,279715,Herzog,Dog,Pug,,98115
June 26 2018,S145123,Maluhia,Dog,Weimaraner,Chinese Shar-Pei,98107
March 22 2018,S113111,Boots,Dog,Dachshund,Terrier,98106
October 06 2018,S136467,Pudding,Dog,Pekingese,Chihuahua,98103
April 02 2018,S120912,Henry,Dog,Golden Retriever,Miniature Poodle,98117
January 08 2018,S139485,Ella,Dog,Shiba Inu,,98104
January 16 2018,30372,Lucy,Dog,Labrador Retriever,,98115
July 20 2018,S118665,Tucker,Dog,American Pit Bull Terrier,Labrador Retriever,98116
April 17 2018,S113166,Snuzzy,Dog,Bichon Frise,Shih Tzu,98107
October 07 2018,835244,Darwin,Dog,Australian Cattle Dog,,98117
April 10 2018,142836,Wicket,Dog,Pomeranian,Shetland Sheepdog,98133
September 07 2018,729985,Lucy,Dog,Mastiff,,98103
February 27 2018,729746,Edward,Dog,Pembroke Welsh Corgi,,98104
July 10 2018,S145704,Oni,Dog,Australian Cattle Dog,Labrador Retriever,98115
January 22 2018,28044,Carmen,Dog,Yorkshire Terrier,,98106
April 30 2018,142867,Wolfie,Dog,Pomeranian,,98117
October 06 2018,S122350,Jetta,Dog,Labrador Retriever,,98115
June 05 2018,S144466,Imber,Dog,Pomeranian,,98115
September 30 2018,S103154,Lucy,Dog,Beagle,,98106
August 16 2018,8000131,Lola,Dog,Yorkshire Terrier,Dachshund,98136
March 30 2018,S142008,Hawks Champion,Dog,American Eskimo,,98146
July 10 2018,357720,Luffy,Dog,Border Collie,Labrador Retriever,98117
March 06 2018,S126198,Ganache,Dog,Lagotto Romagnolo,,98115
October 11 2018,8001763,Kevin,Dog,Maltese,Miniature Poodle,98109
July 28 2018,S101298,Shadow,Dog,Labrador Retriever,,98115
September 08 2018,S135545,Scrappy,Dog,Jack Russell Terrier,Chihuahua,98109
January 17 2018,S109772,Jake,Dog,Labrador Retriever,Golden Retriever,98115
August 24 2018,S101299,Homer,Dog,Soft Coated Wheaten Terrier,,98125
May 11 2018,280912,Cato,Dog,Lhasa Apso,,98146
August 15 2018,571608,Lilly,Dog,Border Terrier,,98117
August 02 2018,S147630,Nina Lou,Dog,Border Collie,,98103
February 01 2018,28714,Bosco Jr,Dog,Miniature Schnauzer,,98109
February 20 2018,S140712,Brooks,Dog,Labrador Retriever,,98133
April 07 2018,S140858,Muffin,Dog,Shih Tzu,,
March 02 2018,81081,Patches,Dog,Brittany,,98121
July 24 2018,S119422,Asali,Dog,American Cocker Spaniel,Dachshund,98115
April 24 2018,S113494,Finn,Dog,Border Collie,Golden Retriever,98199
January 11 2018,S137496,Koko,Dog,German Shepherd,Great Pyrenees,98177
July 30 2018,S132322,Lucy,Dog,Beagle,,98103
May 04 2018,S105039,Ollie,Dog,Lakeland Terrier,,98109
April 18 2018,141022,Willow,Dog,Bernese Mountain Dog,,98105
April 04 2018,S142074,Rocky,Dog,Fox Terrier,Terrier,98146
April 28 2018,S110600,Pansy,Dog,English Springer Spaniel,Welsh Springer Spaniel,98106
August 31 2018,726834,Miss Molly May,Dog,Golden Retriever,,98105
June 04 2018,S144482,Burton,Dog,Retriever,,98126
February 06 2018,S140336,Ella,Dog,Basenji,,98107
June 26 2018,S117565,Olive,Dog,Hound,German Shepherd,98103
May 15 2018,S115645,Giblet,Dog,Beagle,Terrier,98115
June 27 2018,S129024,Batman,Dog,Jack Russell Terrier,Dachshund,98101
June 26 2018,S145217,Stacy,Dog,Terrier,Basenji,98106
October 09 2018,733128,Honey,Dog,French Bulldog,,98119
September 18 2018,8001071,Queeny,Dog,Labrador Retriever,Standard Poodle,98125
January 10 2018,957719,Miranda,Dog,Australian Cattle Dog,Welsh Springer Spaniel,98119
May 29 2018,S144292,Wally,Dog,Labrador Retriever,Australian Shepherd,98109
April 26 2018,30186,Herbert,Dog,Brussels Griffon,,98119
June 26 2018,S145116,Prometheus,Dog,German Shepherd,,98108
August 07 2018,S117873,Moti Harvey,Dog,Labrador Retriever,,98146
April 13 2018,S128651,Lola,Dog,Labrador Retriever,,98122
August 03 2018,581571,William,Dog,Dachshund,,98105
June 12 2018,S144618,Dottie,Dog,Basset Hound,Norwich Terrier,98103
September 04 2018,8000626,Harry,Dog,Terrier,,98108
January 31 2018,S140232,Nellie,Dog,Catahoula Leopard dog,,98144
March 15 2018,S141530,Ruby,Dog,American Staffordshire Terrier,American Pit Bull Terrier,98118
January 30 2018,15355,Max,Dog,Labrador Retriever,,98118
July 25 2018,S147280,Archibald,Dog,Miniature Long Haired Dachshund,,98118
June 12 2018,S116924,Sammie,Dog,Cavalier King Charles Spaniel,Toy Poodle,98103
May 22 2018,283749,Chayse,Dog,Boxer,Labrador Retriever,98103
June 25 2018,S115104,Bugsy,Dog,Doberman Pinscher,,98125
January 29 2018,26892,Sal,Dog,American Water Spaniel,,98102
May 15 2018,360311,Max,Dog,Basenji,,98199
March 19 2018,S129479,Henley,Dog,Labrador Retriever,,98105
March 02 2018,S141288,Ellie,Dog,Australian Shepherd,,98107
July 03 2018,S145493,Maggie,Dog,German Shepherd,Collie,98136
October 14 2018,834785,Whiskey,Dog,Bernese Mountain Dog,,98177
April 10 2018,S130526,Schnitzel,Dog,Dachshund,,98107
August 31 2018,S135713,Groovy,Dog,Doberman Pinscher,,98116
October 09 2018,8001713,Cody,Dog,German Shepherd,,98118
September 18 2018,576924,Zorro,Dog,Lhasa Apso,Miniature Poodle,98125
October 17 2018,830969,Nikita,Dog,Shih Tzu,,98112
July 12 2018,S145861,River,Dog,Siberian Husky,French Bulldog,98121
January 16 2018,23257,Anna,Dog,Golden Retriever,,98125
February 27 2018,215857,Millie,Dog,Golden Retriever,Standard Poodle,98108
January 09 2018,S142838,Medford,Dog,Golden Retriever,,98112
June 12 2018,355995,Tug,Dog,Boxer,Rough Collie,98199
April 27 2018,S135371,Bailey,Dog,Beagle,Pug,98117
May 29 2018,215689,Jackson,Dog,Labrador Retriever,,98112
May 24 2018,S113044,Cricket,Dog,English Springer Spaniel,Border Collie,98133
April 03 2018,S103509,Leelu,Dog,Miniature Australian Shepherd,,98122
June 27 2018,S145400,Charle,Dog,Retriever,,98109
January 06 2018,S139322,Duke Bakketun,Dog,Australian Shepherd,,98115
February 16 2018,S112014,Toby,Dog,Greyhound,,98105
April 24 2018,S102758,Guizmo,Dog,Cairn Terrier,,98112
October 15 2018,8001888,Ernie,Dog,Australian Cattle Dog,Hound,98144
September 24 2018,577029,Cocoa,Dog,Dachshund,,98104
June 05 2018,S144489,Bently,Dog,Labrador Retriever,,98106
August 27 2018,584744,Baker Fabian Will,Dog,Labrador Retriever,,98177
September 12 2018,727212,Macchia,Dog,Labrador Retriever,Miniature Poodle,98103
September 04 2018,S135726,Cicada,Dog,Labrador Retriever,Vizsla,98126
September 15 2018,725063,Candi,Dog,Shih Tzu,,98116
April 24 2018,82308,Bowser,Dog,Shih Tzu,Maltese,98115
July 18 2018,S147149,Mookie,Dog,Labrador Retriever,,98117
July 16 2018,S147067,Sasha,Dog,Terrier,,98178
February 27 2018,83919,Yogi Bear,Dog,Havanese,,98115
May 01 2018,S129511,Layla,Dog,Australian Cattle Dog,,98115
July 06 2018,S145691,Ginger Lee,Dog,Cairn Terrier,,98103
May 29 2018,269862,Memphis,Dog,Labrador Retriever,Rhodesian Ridgeback,98122
March 12 2018,S106922,Tucker,Dog,Standard Poodle,Labrador Retriever,98115
January 16 2018,S139556,Huck,Dog,Pembroke Welsh Corgi,American Eskimo,98144
August 07 2018,S117858,Milo,Dog,Pug,,98121
January 22 2018,139190,Ally,Dog,Dachshund,American Cocker Spaniel,98133
October 06 2018,S105519,Beenie,Dog,Dachshund,,98126
July 02 2018,S106365,Kenzo,Dog,Labrador Retriever,,98112
June 28 2018,S118322,Laci,Dog,Flat-Coated Retriever,Golden Retriever,98115
August 30 2018,S134196,Ivy,Dog,German Shepherd,Labrador Retriever,98115
May 23 2018,S144167,Willow,Dog,Standard Poodle,Golden Retriever,98115
August 26 2018,S146441,Scarlett,Dog,Golden Retriever,,98119
April 20 2018,S143040,Izzy,Dog,Xoloitzcuintli,,98122
March 13 2018,S141315,Bonzi,Dog,Lagotto Romagnolo,,98102
September 19 2018,585832,Lily,Dog,Chihuahua,Jack Russell Terrier,98103
June 19 2018,S114339,Ty,Dog,Australian Shepherd,Border Collie,98122
July 20 2018,S147168,Enzo,Dog,German Shepherd,,98112
June 19 2018,215811,Charlie,Dog,Labrador Retriever,,98117
July 02 2018,S132016,Lucy Goose,Dog,American Staffordshire Terrier,Boxer,98133
July 05 2018,S132504,Maggie,Dog,Miniature Poodle,,98108
February 13 2018,81920,Whisper,Dog,American Staffordshire Terrier,,98107
May 10 2018,360526,Sammy,Dog,Golden Retriever,,98117
April 26 2018,84392,Chirho,Dog,Border Collie,Labrador Retriever,98177
September 14 2018,S132518,Pablo,Dog,Australian Cattle Dog,,98109
April 13 2018,S142152,Ky,Dog,Shiba Inu,,98122
April 24 2018,S127220,Ziggy,Dog,Pug,,98199
February 13 2018,S108064,Mort,Dog,Australian Cattle Dog,Border Collie,98115
January 30 2018,S140159,Mavis,Dog,Labrador Retriever,Standard Poodle,98122
January 26 2018,S109507,Buddha,Dog,Border Terrier,Terrier,98102
May 03 2018,S143441,Skye,Dog,Pomeranian,Chihuahua,98106
February 16 2018,S108405,Mele,Dog,Labrador Retriever,,98122
May 31 2018,S144325,Rico Suave,Dog,Chihuahua,,98107
February 28 2018,444730,Maximo,Dog,Havanese,Miniature Schnauzer,98115
July 09 2018,S117669,Rosie,Dog,Toy Poodle,Cavalier King Charles Spaniel,98103
May 11 2018,S143665,Ando,Dog,Shiba Inu,,98144
August 08 2018,S145545,Joey,Dog,Bearded Collie,,98121
July 03 2018,S146231,Chewy,Dog,West Highland White Terrier,Jack Russell Terrier,98121
February 13 2018,S140568,Dexter,Dog,Shih Tzu,Cairn Terrier,98116
July 10 2018,S145771,Lucy,Dog,German Shepherd,English Cocker Spaniel,98105
July 13 2018,S111392,Poggi,Dog,American Cocker Spaniel,Miniature Poodle,98115
April 20 2018,S144144,Blizzard,Dog,Samoyed,,98119
July 18 2018,S114701,Seagram,Dog,Beagle,,98103
January 30 2018,S111964,Fellini Stabile,Dog,Border Terrier,Dachshund,98105
September 30 2018,S134203,Rusty,Dog,Dachshund,,98107
February 01 2018,24195,Stella,Dog,Boston Terrier,,98199
May 01 2018,S143311,Spartacus Pelluer,Dog,American Pit Bull Terrier,,98109
July 11 2018,S145837,Monster,Dog,Chow Chow,,98126
April 20 2018,S127247,Luna,Dog,Labrador Retriever,,98199
June 25 2018,S117716,Allie,Dog,Shetland Sheepdog,,98144
August 22 2018,8000270,Stella,Dog,Boston Terrier,,98109
July 14 2018,731194,Gigi,Dog,German Shorthaired Pointer,,98126
June 19 2018,357958,Earl Danger,Dog,Miniature Schnauzer,,98177
April 28 2018,26363,Grace Kelly,Dog,Golden Retriever,,98112
February 26 2018,S141090,Chico,Dog,Chihuahua,,98106
October 07 2018,S105549,Rocky,Dog,Rat Terrier,Chihuahua,98104
October 17 2018,S121969,Luna,Dog,Siberian Husky,,98115
January 10 2018,S109223,Annabelle,Dog,Cavalier King Charles Spaniel,,98178
March 20 2018,S129059,Boh,Dog,English Bulldog,,98121
May 22 2018,S143976,Ripley,Dog,Newfoundland,Standard Poodle,98104
June 26 2018,S117584,Ginger,Dog,Nova Scotia Duck Tolling Retriever,,98136
January 06 2018,S139276,Schultzie,Dog,Rottweiler,German Shepherd,98112
August 17 2018,445067,Luna Bear,Dog,Yorkshire Terrier,Shih Tzu,98103
January 06 2018,S108379,Ollie,Dog,Australian Shepherd,Golden Retriever,98146
May 24 2018,S113708,Barron,Dog,Labrador Retriever,,98125
April 06 2018,137580,Scout,Dog,Shetland Sheepdog,German Shepherd,98115
March 30 2018,136966,Kaydee,Dog,Golden Retriever,,98177
February 27 2018,S111578,Dexter,Dog,Terrier,,98103
April 10 2018,S142327,Puck,Dog,Beagle,,98122
May 25 2018,S143870,Blue,Dog,American Pit Bull Terrier,American Bulldog,98199
June 15 2018,S117164,Charlie,Dog,West Highland White Terrier,Schnauzer,98116
September 18 2018,733262,Nala,Dog,Rhodesian Ridgeback,German Shepherd,98199
February 20 2018,S106334,Minuiit,Dog,Labrador Retriever,Great Dane,98118
June 12 2018,S132145,Amako,Dog,Great Pyrenees,Shepherd,98115
July 31 2018,S103141,Buddy,Dog,Labrador Retriever,,98103
January 17 2018,S110501,Nero,Dog,Border Collie,,98136
March 23 2018,139574,Daisy,Dog,Dachshund,Miniature Poodle,98118
January 12 2018,S139368,Ginger,Dog,Labrador Retriever,,98122
April 17 2018,213645,Nory,Dog,Boxer,,98103
September 26 2018,8001300,Pilot,Dog,Weimaraner,,98102
January 16 2018,729512,Cinnamon,Dog,Border Collie,,98119
April 24 2018,S129499,Ellie,Dog,Hound,Pointer,98102
July 05 2018,355605,Pocket,Dog,Beagle,,98144
May 21 2018,279427,Brody,Dog,Golden Retriever,Standard Poodle,98109
January 23 2018,S139886,Javi,Dog,Beagle,Staffordshire Bull Terrier,98109
May 04 2018,S136522,Peach,Dog,Golden Retriever,,98199
October 07 2018,8001598,Bijou,Dog,Bichon Frise,,98133
January 16 2018,75579,Bubba,Dog,Shih Tzu,Maltese,98116
June 26 2018,436024,Addie,Dog,Labrador Retriever,Miniature Poodle,98117
April 16 2018,S129018,Kenya,Dog,Golden Retriever,,98177
August 22 2018,8000276,Ellie,Dog,Labrador Retriever,German Shepherd,98108
January 16 2018,S126009,Wizard,Dog,Border Collie,Rat Terrier,98122
September 08 2018,8000750,Walter,Dog,French Bulldog,,98199
June 28 2018,S145399,Franklin Winters Lind,Dog,Labrador Retriever,,98126
January 16 2018,24562,Murphy,Dog,Pomeranian,,98125
June 07 2018,283373,Kai,Dog,Belgian Malinois,,98136
August 30 2018,8000464,BB-8,Dog,Chihuahua,Pug,98117
January 24 2018,959155,Tinder,Dog,Australian Cattle Dog,,98117
February 28 2018,360226,Charlie,Dog,Miniature Pinscher,,98115
February 28 2018,S141135,Klaus,Dog,German Shepherd,,98177
June 20 2018,S144964,Kuma,Dog,Shiba Inu,,98115
March 05 2018,S113255,Loki,Dog,German Shepherd,,98101
May 29 2018,S115304,Kona,Dog,Australian Shepherd,,98103
June 25 2018,S145154,Mac,Dog,Briard,,98107
May 22 2018,S131003,Buster,Dog,Yorkshire Terrier,Toy Poodle,98121
September 21 2018,8001167,Taz,Dog,Boston Terrier,,98199
April 18 2018,S142818,Max,Dog,Border Collie,Australian Shepherd,98133
July 24 2018,S131795,Finn,Dog,Australian Shepherd,Spaniel,98117
September 19 2018,S115518,Binklee,Dog,Miniature Poodle,Golden Retriever,98133
February 17 2018,78730,Barkker,Dog,Pomeranian,,98136
March 13 2018,82133,Layla,Dog,Golden Retriever,,98133
June 26 2018,576772,Chiara,Dog,Labrador Retriever,,98115
September 20 2018,581473,Pixel,Dog,Cavalier King Charles Spaniel,Pekingese,98103
June 21 2018,S132955,Bruno,Dog,Chihuahua,,98115
June 21 2018,214044,Koro,Dog,Portuguese Water Dog,,98103
May 02 2018,S113426,Rory,Dog,Havanese,,98117
February 12 2018,S111282,Duchess,Dog,Basenji,American Pit Bull Terrier,98105
June 12 2018,S106709,Toby,Dog,Xoloitzcuintli,,98199
June 13 2018,S144829,Oona,Dog,Labrador Retriever,,98105
May 10 2018,S128050,Kalo,Dog,Xoloitzcuintli,,98108
March 21 2018,126865,Linka,Dog,Labrador Retriever,Standard Poodle,98119
August 01 2018,S120815,Logan,Dog,Dachshund,,98125
July 02 2018,S145482,Chance,Dog,Australian Cattle Dog,,98108
February 06 2018,S140304,Bella,Dog,Labrador Retriever,Border Collie,98125
February 09 2018,82074,Beau,Dog,"Coonhound, Redbone",Coonhound,98108
July 25 2018,S147279,Alice,Dog,Hound,Doberman Pinscher,98118
September 18 2018,8001074,Franklin,Dog,Pug,,98122
April 17 2018,212747,Bounce,Dog,Chinese Crested,,98144
April 10 2018,S136938,Lucy,Dog,Golden Retriever,,98199
August 31 2018,445408,Roxie,Dog,Miniature Schnauzer,,98165
April 17 2018,S142848,Naida,Dog,Rottweiler,,98112
July 13 2018,442842,RiverSong,Dog,Greyhound,,98133
June 22 2018,S117868,Nicky,Dog,Miniature Poodle,,98112
July 25 2018,576433,Pula,Dog,Brittany,,98117
April 10 2018,212735,Wiley,Dog,Miniature Poodle,,98106
April 10 2018,211937,Alki,Dog,Boston Terrier,,98106
April 19 2018,84185,Rocky,Dog,Boxer,,98144
July 24 2018,S120116,Winter,Dog,Siberian Husky,,98125
March 31 2018,S140845,Rosie,Dog,Boston Terrier,Chihuahua,98199
May 07 2018,S143603,Rain,Dog,Golden Retriever,,98177
May 15 2018,S143708,Barley,Dog,Labrador Retriever,American Pit Bull Terrier,98125
February 20 2018,S140782,Edie,Dog,Rat Terrier,Chihuahua,98133
August 01 2018,S135110,Tess,Dog,Coton de Tulear,Toy Poodle,98117
July 26 2018,S147452,Millie,Dog,Labrador Retriever,Golden Retriever,98106
February 20 2018,S140797,Rusty,Dog,Golden Retriever,Irish Setter,98126
October 14 2018,822377,Melody,Dog,Labrador Retriever,Miniature Poodle,98103
September 15 2018,729986,Pippin,Dog,Staffordshire Bull Terrier,,98117
September 21 2018,S146390,Zizka Trai,Dog,Labrador Retriever,Vizsla,98106
September 07 2018,8000733,Oliver,Dog,Labrador Retriever,Beagle,98122
January 22 2018,24333,Lucy,Dog,German Shorthaired Pointer,,98115
October 10 2018,S146078,Coco,Dog,Standard Poodle,Labrador Retriever,98119
February 06 2018,S140379,Elsie Brulla-Wolfe,Dog,American English Coonhound,,98115
March 14 2018,S141363,Taco,Dog,Chihuahua,Terrier,98122
February 06 2018,25248,Lola Mae,Dog,Pug,,98117
May 29 2018,205749,Billy,Dog,Miniature Schnauzer,,98125
February 20 2018,S140739,Alberto,Dog,Chihuahua,Japanese Chin,98144
July 09 2018,358966,Ellie,Dog,Border Collie,Labrador Retriever,98117
August 21 2018,358763,Chicken,Dog,Chihuahua,Terrier,98133
April 02 2018,S142109,Rhett,Dog,Boxer,Staffordshire Bull Terrier,98105
April 25 2018,25485,Ivy,Dog,Newfoundland,,98146
May 24 2018,S114793,Lady Bug,Dog,Rat Terrier,,98118
June 19 2018,358237,Cinnamon,Dog,Labrador Retriever,Standard Poodle,98115
April 04 2018,S140851,Bailey,Dog,Labrador Retriever,Standard Poodle,98115
June 17 2018,S131676,Sofi,Dog,Papillon,Maltese,98107
January 16 2018,26423,Dodger,Dog,Australian Terrier,,98115
February 21 2018,83995,Snuggles,Dog,American Staffordshire Terrier,Basset Hound,98125
October 16 2018,S103615,Louie,Dog,Chow Chow,,98103
August 07 2018,440754,Lulu,Dog,Golden Retriever,Standard Poodle,98117
July 02 2018,431664,Oban,Dog,Shih Tzu,,98115
May 11 2018,S143466,Addie,Dog,Jack Russell Terrier,Chihuahua,98144
February 01 2018,S140211,Luna,Dog,Pomeranian,Siberian Husky,98177
August 07 2018,S147793,Gracie,Dog,Yorkshire Terrier,,98115
October 16 2018,23923,Chase,Dog,Miniature Schnauzer,,98117
May 02 2018,213877,Ingrid,Dog,Labrador Retriever,Terrier,98109
April 20 2018,S143190,Zara,Dog,Silky Terrier,,98106
January 24 2018,S139903,Chili,Dog,Miniature Australian Shepherd,,98109
February 18 2018,S110604,Abby,Dog,Basset Hound,,98102
June 13 2018,S143645,Waffle,Dog,Plott Hound,Shepherd,98107
June 05 2018,S144424,Harper,Dog,German Shepherd,,98112
March 15 2018,S141502,Dylan,Dog,Beagle,,98119
April 21 2018,S120733,Ella Mae,Dog,Pembroke Welsh Corgi,,98121
July 10 2018,S146286,Mi Lou,Dog,Labrador Retriever,Pit Bull Terrier,98121
March 04 2018,83364,Rony,Dog,Miniature Pinscher,,98117
July 25 2018,585076,Ozette,Dog,Terrier,Labrador Retriever,98107
September 04 2018,S121682,Susie,Dog,Boston Terrier,,98115
August 31 2018,S120073,Georgie,Dog,Labrador Retriever,Standard Poodle,98109
September 11 2018,S146918,Comet,Dog,Pomeranian,Maltese,98103
March 27 2018,S113570,Gus,Dog,Pug,Beagle,98107
May 29 2018,S144223,Lily,Dog,Basenji,Vizsla,98101
January 30 2018,S140152,Hero,Dog,Chihuahua,,98118
July 03 2018,S145495,Rowan,Dog,American Pit Bull Terrier,Beagle,98102
October 03 2018,359045,Hero,Dog,Plott Hound,,98126
August 23 2018,585535,Mr.Big,Dog,Chihuahua,Miniature Poodle,98115
February 06 2018,S140361,Skye,Dog,Labrador Retriever,,98136
April 14 2018,717198,Azul,Dog,American Pit Bull Terrier,,98118
May 22 2018,S115411,Frieda,Dog,French Bulldog,,98133
January 24 2018,957441,Minnieweiner,Dog,Dachshund,,98115
January 16 2018,26599,Brady,Dog,Labrador Retriever,,98103
June 12 2018,S117303,Max,Dog,Jack Russell Terrier,,98125
July 10 2018,S130828,Avie,Dog,Chihuahua,,98106
February 27 2018,S141067,Wilbur,Dog,Labrador Retriever,Labrador Retriever,98102
March 28 2018,S141889,Miso,Dog,Siberian Husky,,98105
January 16 2018,23639,Sol,Dog,Jack Russell Terrier,,98199
March 08 2018,S112032,Loki,Dog,Golden Retriever,,98107
April 25 2018,S143178,Einstein,Dog,Pembroke Welsh Corgi,,98117
June 27 2018,355443,Gracie,Dog,Labrador Retriever,,98117
June 12 2018,357285,Monty,Dog,Havanese,,98103
March 21 2018,S141735,Darby,Dog,Miniature Schnauzer,,98118
June 06 2018,S118535,Spooky,Dog,Jack Russell Terrier,,98122
January 30 2018,25427,Coco Chanel,Dog,Cavalier King Charles Spaniel,Shih Tzu,98118
April 17 2018,S142826,Luna,Dog,Dachshund,Chihuahua,98122
